bug	drug_group	hrr	f_ns
S. aureus	macrolide	221	0.5589459084604715
S. aureus	macrolide	222	0.5264270328486806
S. aureus	macrolide	223	0.6475254237288135
S. aureus	macrolide	227	0.5552659161490683
S. aureus	macrolide	240	0.5314307381193125
S. aureus	macrolide	248	0.6304006075564837
S. aureus	macrolide	251	0.4936689617185348
S. aureus	macrolide	259	0.7069557750107344
S. aureus	macrolide	263	0.6742290748898679
S. aureus	macrolide	268	0.5417997451688257
S. aureus	macrolide	273	0.6223366652180211
S. aureus	macrolide	274	0.36701759809750295
S. aureus	macrolide	278	0.5659144354724465
S. aureus	macrolide	280	0.5449328121182506
S. aureus	macrolide	283	0.75
S. aureus	macrolide	295	0.5953217334208798
S. aureus	macrolide	299	0.5963604240282686
S. aureus	macrolide	301	0.628566757493188
S. aureus	macrolide	303	0.6603655913978494
S. aureus	macrolide	304	0.5909738305826571
S. aureus	macrolide	307	0.5686910994764398
S. aureus	macrolide	308	0.7324441524310119
S. aureus	macrolide	312	0.6220737566549799
S. aureus	macrolide	318	0.6610560106265221
S. aureus	macrolide	325	0.6695826377295493
S. aureus	macrolide	327	0.6532696897374701
S. aureus	macrolide	328	0.8338003186404674
S. aureus	macrolide	329	0.5748525214081828
S. aureus	macrolide	330	0.6577351040918881
S. aureus	macrolide	340	0.6209493929886782
S. aureus	macrolide	342	0.5873300594468855
S. aureus	macrolide	344	0.6012068827531013
S. aureus	macrolide	356	0.5959390526664459
S. aureus	macrolide	371	0.5831627783669142
S. aureus	macrolide	377	0.39999999999999997
S. aureus	macrolide	385	0.5492158133506158
S. aureus	macrolide	397	0.6126343269413328
S. aureus	macrolide	412	0.5620473908413206
S. aureus	macrolide	416	0.7199704142011835
S. aureus	macrolide	421	0.5048798521256932
S. aureus	macrolide	422	0.5402216569767442
S. aureus	macrolide	423	0.4921851250065517
S. aureus	macrolide	424	0.596188143067124
S. aureus	macrolide	427	0.6270857457954232
S. aureus	macrolide	430	0.4742990654205608
S. aureus	macrolide	431	0.5949379203310915
S. aureus	macrolide	437	0.5597697942099755
S. aureus	macrolide	439	0.5059744691607684
S. aureus	macrolide	440	0.5392048440534674
S. aureus	macrolide	441	0.5567188519243313
S. aureus	macrolide	449	0.53
S. aureus	macrolide	450	0.44915358100344693
S. aureus	macrolide	451	0.5398873377418564
S. aureus	nitrofurantoin	10	0.0012379807692307703
S. aureus	nitrofurantoin	12	0
S. aureus	nitrofurantoin	15	0.25857442348008386
S. aureus	nitrofurantoin	22	0.030000000000000027
S. aureus	nitrofurantoin	56	0.3214451382694023
S. aureus	nitrofurantoin	65	0.00910138248847927
S. aureus	nitrofurantoin	78	0.042037165682528674
S. aureus	nitrofurantoin	83	0.019629629629629646
S. aureus	nitrofurantoin	85	0.021704545454545473
S. aureus	nitrofurantoin	96	0.004183673469387758
S. aureus	nitrofurantoin	102	0.00684579439252337
S. aureus	nitrofurantoin	104	0
S. aureus	nitrofurantoin	105	0
S. aureus	nitrofurantoin	107	0
S. aureus	nitrofurantoin	109	0.028181818181818207
S. aureus	nitrofurantoin	110	0
S. aureus	nitrofurantoin	111	0.009861027190332335
S. aureus	nitrofurantoin	113	0.009009646302250813
S. aureus	nitrofurantoin	119	0.005129770992366417
S. aureus	nitrofurantoin	127	0.020058119658119676
S. aureus	nitrofurantoin	130	0
S. aureus	nitrofurantoin	140	0.023561538461538484
S. aureus	nitrofurantoin	150	0
S. aureus	nitrofurantoin	151	0
S. aureus	nitrofurantoin	170	0.06696629213483145
S. aureus	nitrofurantoin	187	0.009391226499552381
S. aureus	nitrofurantoin	191	0
S. aureus	nitrofurantoin	192	0.006582225332400286
S. aureus	nitrofurantoin	201	0.004831207801950492
S. aureus	nitrofurantoin	204	0
S. aureus	nitrofurantoin	205	0.009867109634551499
S. aureus	nitrofurantoin	216	0.07999999999999996
S. aureus	nitrofurantoin	222	6.099290780141849e-4
S. aureus	nitrofurantoin	240	0.010586450960566238
S. aureus	nitrofurantoin	248	0.0035845832542244194
S. aureus	nitrofurantoin	251	0.018238601720750643
S. aureus	nitrofurantoin	268	0.008277765980038232
S. aureus	nitrofurantoin	273	0
S. aureus	nitrofurantoin	274	0.017557671182716963
S. aureus	nitrofurantoin	278	0.0018848900714185705
S. aureus	nitrofurantoin	280	0.035067187881749354
S. aureus	nitrofurantoin	283	0
S. aureus	nitrofurantoin	295	0.014678266579120169
S. aureus	nitrofurantoin	299	0
S. aureus	nitrofurantoin	301	0.005465940054495917
S. aureus	nitrofurantoin	303	0
S. aureus	nitrofurantoin	304	0.00787865748709123
S. aureus	nitrofurantoin	307	0.002856347438752787
S. aureus	nitrofurantoin	318	0.008021921998470564
S. aureus	nitrofurantoin	325	0.0054257095158597715
S. aureus	nitrofurantoin	327	0
S. aureus	nitrofurantoin	328	0.023979661016949174
S. aureus	nitrofurantoin	329	0.010000000000000009
S. aureus	nitrofurantoin	330	0.018634574629125045
S. aureus	nitrofurantoin	340	0.003629893238434167
S. aureus	nitrofurantoin	342	0.022158836689038033
S. aureus	nitrofurantoin	344	0.009840717891194624
S. aureus	nitrofurantoin	356	0.05448979591836739
S. aureus	nitrofurantoin	371	0.006860639802050201
S. aureus	nitrofurantoin	377	0.007417709782104782
S. aureus	nitrofurantoin	380	0
S. aureus	nitrofurantoin	397	0.00483480889656662
S. aureus	nitrofurantoin	399	0
S. aureus	nitrofurantoin	416	0
S. aureus	nitrofurantoin	421	0.009333333333333341
S. aureus	nitrofurantoin	422	0
S. aureus	nitrofurantoin	423	3.3096642195210046e-4
S. aureus	nitrofurantoin	424	0.00948734380006409
S. aureus	nitrofurantoin	430	0
S. aureus	nitrofurantoin	437	0.007352633414719226
S. aureus	nitrofurantoin	439	0.037930913860953215
S. aureus	nitrofurantoin	440	0
S. aureus	nitrofurantoin	441	0.00534377038486628
S. aureus	nitrofurantoin	447	0.003703703703703707
S. aureus	nitrofurantoin	449	0.010000000000000009
S. aureus	nitrofurantoin	450	0.005132133282267335
S. aureus	nitrofurantoin	451	0.0021748714180749467
S. aureus	quinolone	10	0.2913632300811733
S. aureus	quinolone	12	0.5015300166759311
S. aureus	quinolone	15	0.43648809523809523
S. aureus	quinolone	22	0.4633548387096775
S. aureus	quinolone	23	0.584828025477707
S. aureus	quinolone	56	0.4255294117647059
S. aureus	quinolone	65	0.2832675044883303
S. aureus	quinolone	77	1
S. aureus	quinolone	78	0.4190862366594474
S. aureus	quinolone	81	0.37970961050933394
S. aureus	quinolone	82	0.4467597765363128
S. aureus	quinolone	83	0.43407407407407406
S. aureus	quinolone	85	0.2808777182477151
S. aureus	quinolone	96	0.7038775510204082
S. aureus	quinolone	102	0.32978476724490396
S. aureus	quinolone	104	0.5205800756620428
S. aureus	quinolone	105	0.3295067264573991
S. aureus	quinolone	109	0.4624107142857143
S. aureus	quinolone	110	0.4791279069767442
S. aureus	quinolone	111	0.31849144008056396
S. aureus	quinolone	113	0.3921558607473651
S. aureus	quinolone	119	0.46864417177914114
S. aureus	quinolone	127	0.6444651278232811
S. aureus	quinolone	130	0.3833333333333333
S. aureus	quinolone	140	0.4580115384615384
S. aureus	quinolone	144	0.12289068937105191
S. aureus	quinolone	145	0.3348455779129621
S. aureus	quinolone	148	0.33882820258192653
S. aureus	quinolone	150	0.22619634695495253
S. aureus	quinolone	151	0.3022697022767075
S. aureus	quinolone	156	0.2825732356857523
S. aureus	quinolone	158	0.3954897815362932
S. aureus	quinolone	170	0.3772215025906736
S. aureus	quinolone	171	0.44819935691318324
S. aureus	quinolone	179	0.35974413646055436
S. aureus	quinolone	187	0.25775393977219535
S. aureus	quinolone	191	0.28998647734956057
S. aureus	quinolone	204	0.3675801464992389
S. aureus	quinolone	205	0.5111810836501901
S. aureus	quinolone	216	0.395
S. aureus	quinolone	219	0.37153303218520606
S. aureus	quinolone	221	0.2734743411927878
S. aureus	quinolone	222	0.2717232094776521
S. aureus	quinolone	227	0.19699556541019952
S. aureus	quinolone	240	0.29769211324570277
S. aureus	quinolone	248	0.37775299031706855
S. aureus	quinolone	251	0.2934578108744456
S. aureus	quinolone	259	0.3650520833333334
S. aureus	quinolone	263	0.26662995594713657
S. aureus	quinolone	268	0.2788336487183898
S. aureus	quinolone	273	0.32499865699704533
S. aureus	quinolone	274	0.18652153550801356
S. aureus	quinolone	278	0.3739641572100747
S. aureus	quinolone	280	0.3266397915139669
S. aureus	quinolone	283	0.64
S. aureus	quinolone	293	0.38
S. aureus	quinolone	299	0.5789863177326527
S. aureus	quinolone	301	0.48011716621253414
S. aureus	quinolone	303	0.4417275985663083
S. aureus	quinolone	304	0.09658695652173914
S. aureus	quinolone	307	0.3352555246067012
S. aureus	quinolone	318	0.49739840506882244
S. aureus	quinolone	325	0.2654841402337229
S. aureus	quinolone	327	0.2999007113218731
S. aureus	quinolone	328	0.8339196995956094
S. aureus	quinolone	329	0.30312400888043134
S. aureus	quinolone	330	0.4684287011807448
S. aureus	quinolone	340	0.12063633883508389
S. aureus	quinolone	344	0.4484255182042745
S. aureus	quinolone	356	0.3778337197747599
S. aureus	quinolone	371	0.3787631627563273
S. aureus	quinolone	377	0.48745152354570637
S. aureus	quinolone	380	0.36845562543675753
S. aureus	quinolone	385	0.34797364441564055
S. aureus	quinolone	397	0.3503574975173784
S. aureus	quinolone	399	0.14825363825363827
S. aureus	quinolone	412	0.3543996272630458
S. aureus	quinolone	416	0.14711120579463144
S. aureus	quinolone	421	0.3339754816112084
S. aureus	quinolone	422	0.37425026214610274
S. aureus	quinolone	423	0.2969709521247983
S. aureus	quinolone	424	0.38017638412542876
S. aureus	quinolone	430	0.1424934579439253
S. aureus	quinolone	437	0.4526770143006627
S. aureus	quinolone	439	0.3426253370407819
S. aureus	quinolone	440	0.33720438706729117
S. aureus	quinolone	441	0.4706875407697325
S. aureus	quinolone	447	0.3225925925925926
S. aureus	quinolone	449	0.35
S. aureus	quinolone	450	0.2778399080811949
S. aureus	quinolone	451	0.3988880724957139
S. aureus	tetracycline	10	0.03551682692307694
S. aureus	tetracycline	12	0.049193996664813826
S. aureus	tetracycline	15	0.02127149470899473
S. aureus	tetracycline	22	0.007483870967741936
S. aureus	tetracycline	23	0.051733333333333374
S. aureus	tetracycline	56	0.037507563025210106
S. aureus	tetracycline	65	0.041265709156193923
S. aureus	tetracycline	77	0
S. aureus	tetracycline	78	0.044965392221489806
S. aureus	tetracycline	81	0.07683567642313896
S. aureus	tetracycline	82	0.030000000000000027
S. aureus	tetracycline	83	0.024444444444444467
S. aureus	tetracycline	85	0.057891965091784535
S. aureus	tetracycline	102	0.04767084282460139
S. aureus	tetracycline	104	0.038058007566204324
S. aureus	tetracycline	107	0.03697903822441433
S. aureus	tetracycline	109	0.05470982142857144
S. aureus	tetracycline	110	0.05008720930232558
S. aureus	tetracycline	111	0.06643504531722057
S. aureus	tetracycline	112	0.06772856207724197
S. aureus	tetracycline	113	0.10070467648942985
S. aureus	tetracycline	119	0.021276073619631918
S. aureus	tetracycline	127	0.12473045507584599
S. aureus	tetracycline	130	0.08999999999999997
S. aureus	tetracycline	140	0.06999999999999995
S. aureus	tetracycline	144	0.06401294117647055
S. aureus	tetracycline	145	0.0647473093121198
S. aureus	tetracycline	148	0.51
S. aureus	tetracycline	150	0.03238816362053963
S. aureus	tetracycline	151	0.03710683012259197
S. aureus	tetracycline	170	0.07608808290155439
S. aureus	tetracycline	187	0.07905506458191709
S. aureus	tetracycline	191	0.053171061528059546
S. aureus	tetracycline	192	0.06764310706787963
S. aureus	tetracycline	201	0.05331690674753606
S. aureus	tetracycline	204	0.05247003424657538
S. aureus	tetracycline	205	0.053043983402489656
S. aureus	tetracycline	216	0.09999999999999998
S. aureus	tetracycline	218	0.05000000000000004
S. aureus	tetracycline	219	0.04142857142857146
S. aureus	tetracycline	221	0.03413993174061437
S. aureus	tetracycline	222	0.05970176506390749
S. aureus	tetracycline	223	0.04749152542372883
S. aureus	tetracycline	227	0.06530787448194199
S. aureus	tetracycline	240	0.04548456568557075
S. aureus	tetracycline	248	0.055357223860285784
S. aureus	tetracycline	251	0.05971277206867938
S. aureus	tetracycline	259	0.0739673679690854
S. aureus	tetracycline	263	0.053259911894273156
S. aureus	tetracycline	268	0.03685495858993419
S. aureus	tetracycline	273	0.03567144719687096
S. aureus	tetracycline	274	0.039179561514767196
S. aureus	tetracycline	276	0.028355167394468733
S. aureus	tetracycline	278	0.061408763172490326
S. aureus	tetracycline	280	0.050000000000000044
S. aureus	tetracycline	293	0.08999999999999997
S. aureus	tetracycline	295	0.040000000000000036
S. aureus	tetracycline	299	0.03083914921900966
S. aureus	tetracycline	301	0.07360217983651228
S. aureus	tetracycline	303	0.05518279569892478
S. aureus	tetracycline	304	0.046100178890876586
S. aureus	tetracycline	307	0.047084245875310286
S. aureus	tetracycline	308	0.0649934296977661
S. aureus	tetracycline	312	0.0563134657836645
S. aureus	tetracycline	318	0.05550469740004371
S. aureus	tetracycline	325	0.03372287145242073
S. aureus	tetracycline	327	0.047249555423829304
S. aureus	tetracycline	328	0.15108385548593523
S. aureus	tetracycline	329	0.11156993339676498
S. aureus	tetracycline	330	0.0976930063578565
S. aureus	tetracycline	334	0.07955339805825239
S. aureus	tetracycline	340	0.05717795717795717
S. aureus	tetracycline	342	0.024670813893208937
S. aureus	tetracycline	344	0.0396118447378952
S. aureus	tetracycline	371	0.056427624602333026
S. aureus	tetracycline	377	0.04267964765878538
S. aureus	tetracycline	380	0.05621613485851896
S. aureus	tetracycline	385	0.11537982565379826
S. aureus	tetracycline	397	0.04871843554205433
S. aureus	tetracycline	399	0.031071428571428594
S. aureus	tetracycline	412	0.04274567610062897
S. aureus	tetracycline	416	0.05064819795589031
S. aureus	tetracycline	421	0.049649737302977275
S. aureus	tetracycline	422	0.04036001398112551
S. aureus	tetracycline	423	0.04568800430338895
S. aureus	tetracycline	424	0.03835676625659054
S. aureus	tetracycline	427	0.04247818499127403
S. aureus	tetracycline	430	0.048979439252336464
S. aureus	tetracycline	431	0.050000000000000044
S. aureus	tetracycline	437	0.04357527733755947
S. aureus	tetracycline	439	0.059949323516756726
S. aureus	tetracycline	441	0.06465622961513372
S. aureus	tetracycline	449	0.06000000000000005
S. aureus	tetracycline	450	0.08066641133665262
S. aureus	tetracycline	451	0.09145971099681606
S. aureus	tmpsmx	10	0.011574519230769242
S. aureus	tmpsmx	12	0.01331851028349084
S. aureus	tmpsmx	15	0.011312830687830698
S. aureus	tmpsmx	22	0.022258064516129043
S. aureus	tmpsmx	23	0.008382165605095549
S. aureus	tmpsmx	56	0.028252100840336147
S. aureus	tmpsmx	65	0.01000000000000001
S. aureus	tmpsmx	77	0
S. aureus	tmpsmx	78	0.015909690177982872
S. aureus	tmpsmx	81	0.05060152108780824
S. aureus	tmpsmx	82	0.010000000000000009
S. aureus	tmpsmx	83	0.0048148148148148195
S. aureus	tmpsmx	85	0.010313365215202626
S. aureus	tmpsmx	96	0.030000000000000027
S. aureus	tmpsmx	102	0.017562642369020515
S. aureus	tmpsmx	103	0.02620998475609757
S. aureus	tmpsmx	104	0.008058007566204294
S. aureus	tmpsmx	105	0.019417040358744413
S. aureus	tmpsmx	107	0.011683107274969183
S. aureus	tmpsmx	109	0.014508928571428584
S. aureus	tmpsmx	110	0.02226744186046514
S. aureus	tmpsmx	111	0.02403021148036256
S. aureus	tmpsmx	112	0.03277765655684053
S. aureus	tmpsmx	113	0.056726285531779
S. aureus	tmpsmx	119	0.051361963190184046
S. aureus	tmpsmx	127	0.07556903928432518
S. aureus	tmpsmx	130	0.050000000000000044
S. aureus	tmpsmx	140	0.13780769230769233
S. aureus	tmpsmx	144	0.08221134138009564
S. aureus	tmpsmx	145	0.11704960224613946
S. aureus	tmpsmx	148	0.08906933060109293
S. aureus	tmpsmx	150	0.0473802135159294
S. aureus	tmpsmx	151	0.010000000000000009
S. aureus	tmpsmx	156	0.029503994673768335
S. aureus	tmpsmx	158	0.007019027484143769
S. aureus	tmpsmx	170	0.037549407114624504
S. aureus	tmpsmx	171	0.05647909967845661
S. aureus	tmpsmx	179	0.026616915422885596
S. aureus	tmpsmx	187	0.018070851272754755
S. aureus	tmpsmx	191	0.02317106152805952
S. aureus	tmpsmx	192	0.010523442967109877
S. aureus	tmpsmx	201	0.018176648976497362
S. aureus	tmpsmx	204	0.03549372146118724
S. aureus	tmpsmx	205	0.010554729847875512
S. aureus	tmpsmx	216	0.06000000000000005
S. aureus	tmpsmx	218	0.03902920284135757
S. aureus	tmpsmx	219	0.015409373235460206
S. aureus	tmpsmx	221	0.013522184300341309
S. aureus	tmpsmx	222	0.018171552138395018
S. aureus	tmpsmx	223	0.03000000000000003
S. aureus	tmpsmx	227	0.025186989041572468
S. aureus	tmpsmx	240	0.0068200202224469215
S. aureus	tmpsmx	248	0.050664549784531644
S. aureus	tmpsmx	251	0.04312828083989504
S. aureus	tmpsmx	259	0.016058394160583956
S. aureus	tmpsmx	263	0.01350220264317182
S. aureus	tmpsmx	268	0.025634954342747953
S. aureus	tmpsmx	273	0.02851224105461396
S. aureus	tmpsmx	274	0.02104366733103825
S. aureus	tmpsmx	276	0.01666666666666668
S. aureus	tmpsmx	278	0.006924869755963812
S. aureus	tmpsmx	280	0.015013437576349879
S. aureus	tmpsmx	283	0.06999999999999995
S. aureus	tmpsmx	293	0
S. aureus	tmpsmx	295	0.014678266579120169
S. aureus	tmpsmx	299	0.02537902639864376
S. aureus	tmpsmx	301	0.02360217983651228
S. aureus	tmpsmx	303	0.029634408602150566
S. aureus	tmpsmx	304	0.020346848060344848
S. aureus	tmpsmx	307	0.02500107411385609
S. aureus	tmpsmx	308	0.020000000000000018
S. aureus	tmpsmx	312	0.017127645760290886
S. aureus	tmpsmx	318	0.03160960826130881
S. aureus	tmpsmx	325	0.024574290484140254
S. aureus	tmpsmx	327	0.029003984063745047
S. aureus	tmpsmx	328	0.09020264443805692
S. aureus	tmpsmx	329	0.0622646103896104
S. aureus	tmpsmx	330	0.02485921889191645
S. aureus	tmpsmx	334	0.06958252427184468
S. aureus	tmpsmx	340	0.03583289542827117
S. aureus	tmpsmx	342	0.00941834451901567
S. aureus	tmpsmx	344	0.052016806722689095
S. aureus	tmpsmx	356	0.028244451805233547
S. aureus	tmpsmx	371	0.015554966419229424
S. aureus	tmpsmx	377	0.018868799258229037
S. aureus	tmpsmx	380	0.026946155906777413
S. aureus	tmpsmx	385	0.014499792444997939
S. aureus	tmpsmx	397	0.039144199734194064
S. aureus	tmpsmx	399	0.005228174603174607
S. aureus	tmpsmx	412	0.025703546646106416
S. aureus	tmpsmx	416	0.018171059709521264
S. aureus	tmpsmx	421	0.009964973730297732
S. aureus	tmpsmx	422	0.008992805755395692
S. aureus	tmpsmx	423	0.00916890801506187
S. aureus	tmpsmx	424	0.020918667319941225
S. aureus	tmpsmx	427	0.019081885856079422
S. aureus	tmpsmx	430	0.01971588785046731
S. aureus	tmpsmx	431	0.024937920331091587
S. aureus	tmpsmx	437	0.05327694454133242
S. aureus	tmpsmx	439	0.046851196494775885
S. aureus	tmpsmx	440	0.009513309722380906
S. aureus	tmpsmx	441	0.030000000000000027
S. aureus	tmpsmx	447	0.010000000000000009
S. aureus	tmpsmx	449	0.020000000000000018
S. aureus	tmpsmx	450	0.013086939869781704
S. aureus	tmpsmx	451	0.021192750428606435
S. pneumoniae	beta_lactam	12	0.18085365853658536
S. pneumoniae	beta_lactam	15	0.009705882352941186
S. pneumoniae	beta_lactam	22	0.4200000000000001
S. pneumoniae	beta_lactam	23	0.30904761904761907
S. pneumoniae	beta_lactam	56	0.08749999999999998
S. pneumoniae	beta_lactam	65	0.05163636363636367
S. pneumoniae	beta_lactam	78	0.20960396039603962
S. pneumoniae	beta_lactam	81	0.21982248520710057
S. pneumoniae	beta_lactam	85	0.14569721115537848
S. pneumoniae	beta_lactam	102	0.12534883720930232
S. pneumoniae	beta_lactam	103	0.1464022662889519
S. pneumoniae	beta_lactam	104	0.044999999999999984
S. pneumoniae	beta_lactam	107	0.03487394957983197
S. pneumoniae	beta_lactam	109	0.06810810810810812
S. pneumoniae	beta_lactam	110	0.26500000000000007
S. pneumoniae	beta_lactam	111	0.1776470588235294
S. pneumoniae	beta_lactam	112	0.020000000000000018
S. pneumoniae	beta_lactam	113	0.174468085106383
S. pneumoniae	beta_lactam	119	0.4
S. pneumoniae	beta_lactam	127	0.18092274678111586
S. pneumoniae	beta_lactam	130	0.5
S. pneumoniae	beta_lactam	140	0.30000000000000004
S. pneumoniae	beta_lactam	144	0.2027329192546584
S. pneumoniae	beta_lactam	145	0.06585585585585585
S. pneumoniae	beta_lactam	148	0.03461206896551726
S. pneumoniae	beta_lactam	150	0.13357534246575342
S. pneumoniae	beta_lactam	151	0.050000000000000044
S. pneumoniae	beta_lactam	156	0.06000000000000005
S. pneumoniae	beta_lactam	158	0.014415584415584428
S. pneumoniae	beta_lactam	171	0.05588235294117645
S. pneumoniae	beta_lactam	179	0.10033333333333336
S. pneumoniae	beta_lactam	187	0.03686363636363639
S. pneumoniae	beta_lactam	191	0.06999999999999995
S. pneumoniae	beta_lactam	192	0.13897435897435897
S. pneumoniae	beta_lactam	201	0.030000000000000027
S. pneumoniae	beta_lactam	204	0.06332432432432436
S. pneumoniae	beta_lactam	205	0.08095111583421893
S. pneumoniae	beta_lactam	216	0.040000000000000036
S. pneumoniae	beta_lactam	218	0.2626315789473685
S. pneumoniae	beta_lactam	219	0.06569767441860463
S. pneumoniae	beta_lactam	221	0.02949152542372884
S. pneumoniae	beta_lactam	223	0.43999999999999995
S. pneumoniae	beta_lactam	227	0.13170560747663557
S. pneumoniae	beta_lactam	240	0.20106060606060608
S. pneumoniae	beta_lactam	248	0.22716494845360824
S. pneumoniae	beta_lactam	251	0.09993880048959607
S. pneumoniae	beta_lactam	256	0.22035530381050464
S. pneumoniae	beta_lactam	259	0.025961538461538463
S. pneumoniae	beta_lactam	263	0.42000000000000004
S. pneumoniae	beta_lactam	268	0.11629518072289156
S. pneumoniae	beta_lactam	273	0.1483419689119171
S. pneumoniae	beta_lactam	274	0.13956323930846226
S. pneumoniae	beta_lactam	276	0.020000000000000018
S. pneumoniae	beta_lactam	278	0.3297037037037037
S. pneumoniae	beta_lactam	280	0.05082018927444794
S. pneumoniae	beta_lactam	299	0.23058139534883718
S. pneumoniae	beta_lactam	301	0.050000000000000044
S. pneumoniae	beta_lactam	303	0.4
S. pneumoniae	beta_lactam	304	0.08999999999999997
S. pneumoniae	beta_lactam	307	0.06813707165109036
S. pneumoniae	beta_lactam	308	0
S. pneumoniae	beta_lactam	312	0.06507936507936506
S. pneumoniae	beta_lactam	318	0.1644360902255639
S. pneumoniae	beta_lactam	325	0.020000000000000018
S. pneumoniae	beta_lactam	327	0.25
S. pneumoniae	beta_lactam	328	0.32499999999999996
S. pneumoniae	beta_lactam	329	0.037333333333333364
S. pneumoniae	beta_lactam	330	0
S. pneumoniae	beta_lactam	334	0.27
S. pneumoniae	beta_lactam	340	0.02575657894736844
S. pneumoniae	beta_lactam	342	0.010410958904109598
S. pneumoniae	beta_lactam	344	0.20111111111111113
S. pneumoniae	beta_lactam	371	0.1018867924528302
S. pneumoniae	beta_lactam	377	0.16709923664122134
S. pneumoniae	beta_lactam	380	0.037950530035335696
S. pneumoniae	beta_lactam	385	0.034999999999999976
S. pneumoniae	beta_lactam	397	0.20262016965127239
S. pneumoniae	beta_lactam	399	0.24
S. pneumoniae	beta_lactam	412	0.1694848484848485
S. pneumoniae	beta_lactam	421	0.03562500000000001
S. pneumoniae	beta_lactam	422	0.05421487603305784
S. pneumoniae	beta_lactam	423	0.060617283950617294
S. pneumoniae	beta_lactam	424	0.05000000000000005
S. pneumoniae	beta_lactam	427	0.08514705882352944
S. pneumoniae	beta_lactam	430	0.3793103448275862
S. pneumoniae	beta_lactam	431	0.09443037974683541
S. pneumoniae	beta_lactam	437	0.18136986301369862
S. pneumoniae	beta_lactam	439	0.07643268124280785
S. pneumoniae	beta_lactam	440	0.025234899328859084
S. pneumoniae	beta_lactam	441	0.1752429667519181
S. pneumoniae	beta_lactam	447	0.26
S. pneumoniae	beta_lactam	450	0.0363636363636364
S. pneumoniae	beta_lactam	451	0.03360000000000003
S. pneumoniae	cephalosporin	12	0.015526315789473699
S. pneumoniae	cephalosporin	15	0.0123529411764706
S. pneumoniae	cephalosporin	22	0.11
S. pneumoniae	cephalosporin	23	0.12666666666666668
S. pneumoniae	cephalosporin	56	0.1187878787878788
S. pneumoniae	cephalosporin	65	0.020000000000000018
S. pneumoniae	cephalosporin	78	0.055247524752475255
S. pneumoniae	cephalosporin	81	0.030000000000000023
S. pneumoniae	cephalosporin	85	0.06452191235059762
S. pneumoniae	cephalosporin	102	0
S. pneumoniae	cephalosporin	103	0.15000000000000002
S. pneumoniae	cephalosporin	104	0.050000000000000044
S. pneumoniae	cephalosporin	107	0.00991596638655463
S. pneumoniae	cephalosporin	109	0
S. pneumoniae	cephalosporin	110	0.12
S. pneumoniae	cephalosporin	111	0.04107843137254902
S. pneumoniae	cephalosporin	112	0
S. pneumoniae	cephalosporin	113	0.1623404255319149
S. pneumoniae	cephalosporin	119	0.23999999999999996
S. pneumoniae	cephalosporin	127	0.07918224299065421
S. pneumoniae	cephalosporin	130	0
S. pneumoniae	cephalosporin	144	0.006211180124223601
S. pneumoniae	cephalosporin	145	0.12484984984984986
S. pneumoniae	cephalosporin	148	0.018362068965517255
S. pneumoniae	cephalosporin	150	0.07418493150684932
S. pneumoniae	cephalosporin	151	0
S. pneumoniae	cephalosporin	156	0.020000000000000018
S. pneumoniae	cephalosporin	179	0.05733333333333334
S. pneumoniae	cephalosporin	187	0.018090909090909105
S. pneumoniae	cephalosporin	191	0.020000000000000018
S. pneumoniae	cephalosporin	192	0.08925925925925926
S. pneumoniae	cephalosporin	201	0.050000000000000044
S. pneumoniae	cephalosporin	204	0.02472972972972975
S. pneumoniae	cephalosporin	205	0.022069351230425062
S. pneumoniae	cephalosporin	216	0.030000000000000027
S. pneumoniae	cephalosporin	218	0.05368421052631578
S. pneumoniae	cephalosporin	219	0.02267441860465118
S. pneumoniae	cephalosporin	221	0.020000000000000018
S. pneumoniae	cephalosporin	222	0
S. pneumoniae	cephalosporin	223	0.010000000000000009
S. pneumoniae	cephalosporin	227	0.05745247148288973
S. pneumoniae	cephalosporin	240	0.11499999999999999
S. pneumoniae	cephalosporin	248	0.02097938144329899
S. pneumoniae	cephalosporin	251	0.03875000000000002
S. pneumoniae	cephalosporin	256	0.09132852729145209
S. pneumoniae	cephalosporin	259	0.0776923076923077
S. pneumoniae	cephalosporin	263	0.09040816326530615
S. pneumoniae	cephalosporin	268	0.07999999999999996
S. pneumoniae	cephalosporin	273	0.05006369426751597
S. pneumoniae	cephalosporin	274	0.032802547770700664
S. pneumoniae	cephalosporin	276	0.020000000000000018
S. pneumoniae	cephalosporin	278	0.08925605536332178
S. pneumoniae	cephalosporin	299	0.1629457364341085
S. pneumoniae	cephalosporin	301	0.040000000000000036
S. pneumoniae	cephalosporin	303	0.05480519480519486
S. pneumoniae	cephalosporin	304	0.050000000000000044
S. pneumoniae	cephalosporin	307	0.030591586327782666
S. pneumoniae	cephalosporin	308	0
S. pneumoniae	cephalosporin	312	0.0308730158730159
S. pneumoniae	cephalosporin	318	0.08481203007518796
S. pneumoniae	cephalosporin	325	0.050000000000000044
S. pneumoniae	cephalosporin	327	0.11956521739130431
S. pneumoniae	cephalosporin	328	0.15000000000000002
S. pneumoniae	cephalosporin	329	0.010000000000000009
S. pneumoniae	cephalosporin	330	0.07823529411764707
S. pneumoniae	cephalosporin	334	0
S. pneumoniae	cephalosporin	340	0.08000000000000003
S. pneumoniae	cephalosporin	342	0
S. pneumoniae	cephalosporin	344	0.05879227053140096
S. pneumoniae	cephalosporin	371	0.019456603773584907
