year	country	bug	drug	metric	value
2006	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2006	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	16
2006	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	60
2006	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2006	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	19
2006	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	15
2006	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2006	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	32
2007	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	75
2007	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2007	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	2
2007	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	12
2007	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	221
2007	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	70
2007	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	35
2007	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2007	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	413
2007	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	124
2007	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	20
2007	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	339
2007	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	62
2007	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	152
2007	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	35
2007	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2007	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	72
2007	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	8
2007	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	13
2007	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	2
2007	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	4
2007	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	33
2007	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	11
2007	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	27
2007	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	77
2007	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2007	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	28
2007	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	16
2007	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2007	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	34
2008	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	72
2008	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2008	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2008	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	16
2008	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	261
2008	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	41
2008	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	21
2008	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	11
2008	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	451
2008	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	147
2008	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	31
2008	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	283
2008	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	88
2008	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	155
2008	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	38
2008	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2008	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	64
2008	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	7
2008	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2008	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2008	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2008	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	35
2008	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	13
2008	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2008	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	120
2008	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	2
2008	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	20
2008	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	25
2008	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2008	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	30
2009	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	74
2009	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	22
2009	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	12
2009	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	13
2009	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	238
2009	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	61
2009	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	26
2009	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2009	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	510
2009	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	150
2009	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	31
2009	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	334
2009	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	153
2009	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	24
2009	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	2
2009	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	87
2009	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	7
2009	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2009	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2009	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	13
2009	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	23
2009	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2009	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	44
2009	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	116
2009	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	4
2009	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2009	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	19
2009	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	50
2010	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	92
2010	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	17
2010	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	10
2010	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	11
2010	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	208
2010	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	85
2010	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	25
2010	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	2
2010	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	470
2010	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	209
2010	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	39
2010	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	304
2010	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	60
2010	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	192
2010	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	29
2010	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	2
2010	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	172
2010	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2010	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	7
2010	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	4
2010	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	11
2010	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	25
2010	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2010	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	47
2010	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	125
2010	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2010	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	23
2010	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	12
2010	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	44
2011	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	108
2011	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	96
2011	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	17
2011	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	14
2011	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	152
2011	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	94
2011	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	33
2011	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2011	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	399
2011	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	231
2011	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	41
2011	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	459
2011	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	84
2011	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	145
2011	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	19
2011	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2011	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	95
2011	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2011	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2011	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	4
2011	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2011	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	44
2011	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2011	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	61
2011	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	144
2011	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2011	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	31
2011	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	17
2011	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	159
2011	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	49
2012	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	77
2012	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	69
2012	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	20
2012	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	11
2012	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	171
2012	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	104
2012	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	18
2012	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2012	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	399
2012	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	205
2012	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	36
2012	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	416
2012	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	56
2012	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	146
2012	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	44
2012	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2012	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	245
2012	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2012	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2012	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2012	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2012	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	35
2012	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	19
2012	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	50
2012	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	171
2012	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	24
2012	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	35
2012	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	22
2012	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	117
2012	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	38
2013	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	95
2013	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	94
2013	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	14
2013	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2013	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	198
2013	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	134
2013	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	16
2013	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2013	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	394
2013	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	222
2013	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	44
2013	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	443
2013	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	60
2013	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	176
2013	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	32
2013	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2013	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	254
2013	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2013	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	9
2013	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2013	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	3
2013	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	33
2013	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	27
2013	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	68
2013	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	199
2013	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	41
2013	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	45
2013	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	17
2013	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	156
2013	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	63
2014	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	78
2014	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	51
2014	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	14
2014	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	10
2014	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	163
2014	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	110
2014	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	15
2014	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	4
2014	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	270
2014	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	246
2014	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	36
2014	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	404
2014	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	69
2014	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	206
2014	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	24
2014	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	0
2014	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	247
2014	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	8
2014	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2014	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2014	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	7
2014	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	49
2014	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	20
2014	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	70
2014	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	313
2014	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	55
2014	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	35
2014	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	28
2014	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	128
2014	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	58
2015	Austria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	78
2015	Belgium	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	32
2015	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	20
2015	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2015	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	163
2015	Germany	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	183
2015	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	25
2015	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2015	Greece	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	240
2015	Spain	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	236
2015	Finland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	33
2015	France	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	415
2015	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	93
2015	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	203
2015	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	26
2015	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	1
2015	Italy	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	330
2015	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	12
2015	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	6
2015	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2015	Malta	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	5
2015	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	46
2015	Norway	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	22
2015	Poland	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	102
2015	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	298
2015	Romania	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	62
2015	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	21
2015	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	26
2015	Slovakia	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	155
2015	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	n_ns	53
2005	Austria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	15.584415584
2005	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	47.058823529
2005	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	45.3125
2005	Germany	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	24.347826087
2005	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	18.918918919
2005	Greece	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	41.21037464
2005	Spain	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	18.571428571
2005	Finland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	18.75
2005	France	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	29.23857868
2005	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	38.028169014
2005	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	30.59125964
2005	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	13.793103448
2005	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	0
2005	Malta	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	44.444444444
2005	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	12
2005	Norway	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	5.617977528
2005	Poland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	30.769230769
2005	Romania	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	63.636363636
2005	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.022556391
2005	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	31.578947368
2005	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	10.194174757
2006	Austria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	17.391304348
2006	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	16.666666667
2006	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	27.027027027
2006	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	47.346938776
2006	Germany	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	29.192546584
2006	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.756097561
2006	Greece	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	47.665847666
2006	Spain	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	20.149253731
2006	Finland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	19.135802469
2006	France	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	25.326633166
2006	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	42.941176471
2006	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	27.055702918
2006	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	18.11023622
2006	Italy	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	43.169398907
2006	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	46.153846154
2006	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	10
2006	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	40
2006	Malta	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	26
2006	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	11.180124224
2006	Norway	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.782608696
2006	Poland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	43.243243243
2006	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	22.556390977
2006	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	7.692307692
2006	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	20.833333333
2006	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.667673716
2007	Austria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	18.427518428
2007	Bulgaria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	14.285714286
2007	Cyprus	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	23.076923077
2007	Czech Republic	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	42.746615087
2007	Germany	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	35.714285714
2007	Denmark	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.067357513
2007	Estonia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	11.111111111
2007	Greece	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	51.884422111
2007	Spain	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	27.678571429
2007	Finland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	10.928961749
2007	France	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	26.258714175
2007	Croatia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	32.978723404
2007	Hungary	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	29.571984436
2007	Ireland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	20.588235294
2007	Iceland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	0
2007	Italy	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	39.130434783
2007	Lithuania	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	38.095238095
2007	Luxembourg	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	36.111111111
2007	Latvia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	12.5
2007	Malta	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	11.111111111
2007	Netherlands	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.763313609
2007	Norway	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	10.67961165
2007	Poland	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	40.298507463
2007	Portugal	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	22.985074627
2007	Sweden	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	10.332103321
2007	Slovenia	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	18.181818182
2007	United Kingdom	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	9.631728045
2008	Austria	Pseudomonas aeruginosa	Fluoroquinolones	pct_ns	14.229249012
