drug_group	state	year	value
macrolide	Vermont	2007	173
macrolide	Vermont	2008	169
macrolide	Vermont	2009	170
macrolide	Vermont	2010	169
macrolide	Vermont	2011	203
macrolide	Vermont	2012	214
macrolide	Virginia	1999	201
macrolide	Virginia	2000	199
macrolide	Virginia	2001	187
macrolide	Virginia	2002	178
macrolide	Virginia	2003	198
macrolide	Virginia	2004	176
macrolide	Virginia	2005	198
macrolide	Virginia	2006	185
macrolide	Virginia	2007	190
macrolide	Virginia	2008	205
macrolide	Virginia	2009	211
macrolide	Virginia	2010	197
macrolide	Virginia	2011	235
macrolide	Virginia	2012	231
macrolide	Washington	1999	160
macrolide	Washington	2000	148
macrolide	Washington	2001	149
macrolide	Washington	2002	148
macrolide	Washington	2003	145
macrolide	Washington	2004	131
macrolide	Washington	2005	157
macrolide	Washington	2006	141
macrolide	Washington	2007	144
macrolide	Washington	2008	150
macrolide	Washington	2009	149
macrolide	Washington	2010	142
macrolide	Washington	2011	173
macrolide	Washington	2012	169
macrolide	West Virginia	1999	286
macrolide	West Virginia	2000	276
macrolide	West Virginia	2001	293
macrolide	West Virginia	2002	289
macrolide	West Virginia	2003	323
macrolide	West Virginia	2004	294
macrolide	West Virginia	2005	311
macrolide	West Virginia	2006	285
macrolide	West Virginia	2007	289
macrolide	West Virginia	2008	315
macrolide	West Virginia	2009	330
macrolide	West Virginia	2010	314
macrolide	West Virginia	2011	345
macrolide	West Virginia	2012	323
macrolide	Wisconsin	1999	169
macrolide	Wisconsin	2000	147
macrolide	Wisconsin	2001	152
macrolide	Wisconsin	2002	140
macrolide	Wisconsin	2003	146
macrolide	Wisconsin	2004	156
macrolide	Wisconsin	2005	170
macrolide	Wisconsin	2006	159
macrolide	Wisconsin	2007	170
macrolide	Wisconsin	2008	174
macrolide	Wisconsin	2009	178
macrolide	Wisconsin	2010	181
macrolide	Wisconsin	2011	207
macrolide	Wisconsin	2012	210
macrolide	Wyoming	1999	236
macrolide	Wyoming	2000	193
macrolide	Wyoming	2001	208
macrolide	Wyoming	2002	195
macrolide	Wyoming	2003	220
macrolide	Wyoming	2004	195
macrolide	Wyoming	2005	238
macrolide	Wyoming	2006	232
macrolide	Wyoming	2007	239
macrolide	Wyoming	2008	244
macrolide	Wyoming	2009	230
macrolide	Wyoming	2010	219
macrolide	Wyoming	2011	232
macrolide	Wyoming	2012	231
narrow_spectrum_penicillin	Alabama	1999	42
narrow_spectrum_penicillin	Alabama	2000	40
narrow_spectrum_penicillin	Alabama	2001	37
narrow_spectrum_penicillin	Alabama	2002	34
narrow_spectrum_penicillin	Alabama	2003	33
narrow_spectrum_penicillin	Alabama	2004	32
narrow_spectrum_penicillin	Alabama	2005	29
narrow_spectrum_penicillin	Alabama	2006	27
narrow_spectrum_penicillin	Alabama	2007	24
narrow_spectrum_penicillin	Alabama	2008	23
narrow_spectrum_penicillin	Alabama	2009	21
narrow_spectrum_penicillin	Alabama	2010	19
narrow_spectrum_penicillin	Alabama	2011	18
narrow_spectrum_penicillin	Alabama	2012	17
narrow_spectrum_penicillin	Alaska	1999	34
narrow_spectrum_penicillin	Alaska	2000	35
narrow_spectrum_penicillin	Alaska	2001	34
narrow_spectrum_penicillin	Alaska	2002	33
narrow_spectrum_penicillin	Alaska	2003	34
narrow_spectrum_penicillin	Alaska	2004	31
narrow_spectrum_penicillin	Alaska	2005	26
narrow_spectrum_penicillin	Alaska	2006	26
narrow_spectrum_penicillin	Alaska	2007	25
narrow_spectrum_penicillin	Alaska	2008	25
narrow_spectrum_penicillin	Alaska	2009	23
narrow_spectrum_penicillin	Alaska	2010	21
narrow_spectrum_penicillin	Alaska	2011	21
narrow_spectrum_penicillin	Alaska	2012	20
narrow_spectrum_penicillin	Arizona	1999	45
narrow_spectrum_penicillin	Arizona	2000	42
narrow_spectrum_penicillin	Arizona	2001	40
narrow_spectrum_penicillin	Arizona	2002	40
narrow_spectrum_penicillin	Arizona	2003	40
narrow_spectrum_penicillin	Arizona	2004	37
narrow_spectrum_penicillin	Arizona	2005	38
narrow_spectrum_penicillin	Arizona	2006	35
narrow_spectrum_penicillin	Arizona	2007	31
narrow_spectrum_penicillin	Arizona	2008	29
narrow_spectrum_penicillin	Arizona	2009	27
narrow_spectrum_penicillin	Arizona	2010	26
narrow_spectrum_penicillin	Arizona	2011	26
narrow_spectrum_penicillin	Arizona	2012	24
narrow_spectrum_penicillin	Arkansas	1999	49
narrow_spectrum_penicillin	Arkansas	2000	45
narrow_spectrum_penicillin	Arkansas	2001	43
narrow_spectrum_penicillin	Arkansas	2002	43
narrow_spectrum_penicillin	Arkansas	2003	44
narrow_spectrum_penicillin	Arkansas	2004	45
narrow_spectrum_penicillin	Arkansas	2005	40
narrow_spectrum_penicillin	Arkansas	2006	38
narrow_spectrum_penicillin	Arkansas	2007	35
narrow_spectrum_penicillin	Arkansas	2008	33
narrow_spectrum_penicillin	Arkansas	2009	32
narrow_spectrum_penicillin	Arkansas	2010	30
narrow_spectrum_penicillin	Arkansas	2011	29
narrow_spectrum_penicillin	Arkansas	2012	33
narrow_spectrum_penicillin	California	1999	49
narrow_spectrum_penicillin	California	2000	46
narrow_spectrum_penicillin	California	2001	43
narrow_spectrum_penicillin	California	2002	40
narrow_spectrum_penicillin	California	2003	37
narrow_spectrum_penicillin	California	2004	34
narrow_spectrum_penicillin	California	2005	30
narrow_spectrum_penicillin	California	2006	28
narrow_spectrum_penicillin	California	2007	25
narrow_spectrum_penicillin	California	2008	23
narrow_spectrum_penicillin	California	2009	20
narrow_spectrum_penicillin	California	2010	19
narrow_spectrum_penicillin	California	2011	17
narrow_spectrum_penicillin	California	2012	16
narrow_spectrum_penicillin	Colorado	1999	42
narrow_spectrum_penicillin	Colorado	2000	40
narrow_spectrum_penicillin	Colorado	2001	36
narrow_spectrum_penicillin	Colorado	2002	32
narrow_spectrum_penicillin	Colorado	2003	32
narrow_spectrum_penicillin	Colorado	2004	31
narrow_spectrum_penicillin	Colorado	2005	30
narrow_spectrum_penicillin	Colorado	2006	29
narrow_spectrum_penicillin	Colorado	2007	27
narrow_spectrum_penicillin	Colorado	2008	25
narrow_spectrum_penicillin	Colorado	2009	24
narrow_spectrum_penicillin	Colorado	2010	23
narrow_spectrum_penicillin	Colorado	2011	23
narrow_spectrum_penicillin	Colorado	2012	22
narrow_spectrum_penicillin	Connecticut	1999	54
narrow_spectrum_penicillin	Connecticut	2000	51
narrow_spectrum_penicillin	Connecticut	2001	47
narrow_spectrum_penicillin	Connecticut	2002	48
narrow_spectrum_penicillin	Connecticut	2003	46
narrow_spectrum_penicillin	Connecticut	2004	40
narrow_spectrum_penicillin	Connecticut	2005	38
narrow_spectrum_penicillin	Connecticut	2006	36
narrow_spectrum_penicillin	Connecticut	2007	32
narrow_spectrum_penicillin	Connecticut	2008	29
narrow_spectrum_penicillin	Connecticut	2009	28
narrow_spectrum_penicillin	Connecticut	2010	27
narrow_spectrum_penicillin	Connecticut	2011	23
narrow_spectrum_penicillin	Connecticut	2012	22
narrow_spectrum_penicillin	Delaware	1999	44
narrow_spectrum_penicillin	Delaware	2000	42
narrow_spectrum_penicillin	Delaware	2001	39
narrow_spectrum_penicillin	Delaware	2002	35
narrow_spectrum_penicillin	Delaware	2003	35
narrow_spectrum_penicillin	Delaware	2004	33
narrow_spectrum_penicillin	Delaware	2005	33
narrow_spectrum_penicillin	Delaware	2006	32
narrow_spectrum_penicillin	Delaware	2007	31
narrow_spectrum_penicillin	Delaware	2008	30
narrow_spectrum_penicillin	Delaware	2009	29
narrow_spectrum_penicillin	Delaware	2010	27
narrow_spectrum_penicillin	Delaware	2011	29
narrow_spectrum_penicillin	Delaware	2012	27
narrow_spectrum_penicillin	District of Columbia	1999	86
narrow_spectrum_penicillin	District of Columbia	2000	83
narrow_spectrum_penicillin	District of Columbia	2001	81
narrow_spectrum_penicillin	District of Columbia	2002	72
narrow_spectrum_penicillin	District of Columbia	2003	70
narrow_spectrum_penicillin	District of Columbia	2004	68
narrow_spectrum_penicillin	District of Columbia	2005	63
narrow_spectrum_penicillin	District of Columbia	2006	63
narrow_spectrum_penicillin	District of Columbia	2007	60
narrow_spectrum_penicillin	District of Columbia	2008	58
narrow_spectrum_penicillin	District of Columbia	2009	53
narrow_spectrum_penicillin	District of Columbia	2010	52
narrow_spectrum_penicillin	District of Columbia	2011	37
narrow_spectrum_penicillin	District of Columbia	2012	33
narrow_spectrum_penicillin	Florida	1999	45
narrow_spectrum_penicillin	Florida	2000	46
narrow_spectrum_penicillin	Florida	2001	41
narrow_spectrum_penicillin	Florida	2002	39
narrow_spectrum_penicillin	Florida	2003	38
narrow_spectrum_penicillin	Florida	2004	36
narrow_spectrum_penicillin	Florida	2005	36
narrow_spectrum_penicillin	Florida	2006	34
narrow_spectrum_penicillin	Florida	2007	29
narrow_spectrum_penicillin	Florida	2008	23
narrow_spectrum_penicillin	Florida	2009	21
narrow_spectrum_penicillin	Florida	2010	19
narrow_spectrum_penicillin	Florida	2011	19
narrow_spectrum_penicillin	Florida	2012	18
narrow_spectrum_penicillin	Georgia	1999	40
narrow_spectrum_penicillin	Georgia	2000	39
narrow_spectrum_penicillin	Georgia	2001	36
narrow_spectrum_penicillin	Georgia	2002	34
narrow_spectrum_penicillin	Georgia	2003	34
narrow_spectrum_penicillin	Georgia	2004	33
narrow_spectrum_penicillin	Georgia	2005	32
narrow_spectrum_penicillin	Georgia	2006	30
narrow_spectrum_penicillin	Georgia	2007	26
narrow_spectrum_penicillin	Georgia	2008	23
narrow_spectrum_penicillin	Georgia	2009	22
narrow_spectrum_penicillin	Georgia	2010	21
narrow_spectrum_penicillin	Georgia	2011	20
narrow_spectrum_penicillin	Georgia	2012	18
narrow_spectrum_penicillin	Hawaii	1999	38
narrow_spectrum_penicillin	Hawaii	2000	36
narrow_spectrum_penicillin	Hawaii	2001	36
narrow_spectrum_penicillin	Hawaii	2002	36
narrow_spectrum_penicillin	Hawaii	2003	32
narrow_spectrum_penicillin	Hawaii	2004	26
narrow_spectrum_penicillin	Hawaii	2005	25
narrow_spectrum_penicillin	Hawaii	2006	23
narrow_spectrum_penicillin	Hawaii	2007	22
narrow_spectrum_penicillin	Hawaii	2008	21
narrow_spectrum_penicillin	Hawaii	2009	20
narrow_spectrum_penicillin	Hawaii	2010	18
narrow_spectrum_penicillin	Hawaii	2011	18
narrow_spectrum_penicillin	Hawaii	2012	18
narrow_spectrum_penicillin	Idaho	1999	41
narrow_spectrum_penicillin	Idaho	2000	40
narrow_spectrum_penicillin	Idaho	2001	40
narrow_spectrum_penicillin	Idaho	2002	39
narrow_spectrum_penicillin	Idaho	2003	38
narrow_spectrum_penicillin	Idaho	2004	34
narrow_spectrum_penicillin	Idaho	2005	31
narrow_spectrum_penicillin	Idaho	2006	29
narrow_spectrum_penicillin	Idaho	2007	25
narrow_spectrum_penicillin	Idaho	2008	23
narrow_spectrum_penicillin	Idaho	2009	21
narrow_spectrum_penicillin	Idaho	2010	21
narrow_spectrum_penicillin	Idaho	2011	19
narrow_spectrum_penicillin	Idaho	2012	18
narrow_spectrum_penicillin	Illinois	1999	48
narrow_spectrum_penicillin	Illinois	2000	46
narrow_spectrum_penicillin	Illinois	2001	43
narrow_spectrum_penicillin	Illinois	2002	41
narrow_spectrum_penicillin	Illinois	2003	40
narrow_spectrum_penicillin	Illinois	2004	37
narrow_spectrum_penicillin	Illinois	2005	37
narrow_spectrum_penicillin	Illinois	2006	36
narrow_spectrum_penicillin	Illinois	2007	34
narrow_spectrum_penicillin	Illinois	2008	32
narrow_spectrum_penicillin	Illinois	2009	30
narrow_spectrum_penicillin	Illinois	2010	28
narrow_spectrum_penicillin	Illinois	2011	27
narrow_spectrum_penicillin	Illinois	2012	25
narrow_spectrum_penicillin	Indiana	1999	44
narrow_spectrum_penicillin	Indiana	2000	41
narrow_spectrum_penicillin	Indiana	2001	39
narrow_spectrum_penicillin	Indiana	2002	38
narrow_spectrum_penicillin	Indiana	2003	38
narrow_spectrum_penicillin	Indiana	2004	36
narrow_spectrum_penicillin	Indiana	2005	37
narrow_spectrum_penicillin	Indiana	2006	36
narrow_spectrum_penicillin	Indiana	2007	33
narrow_spectrum_penicillin	Indiana	2008	31
narrow_spectrum_penicillin	Indiana	2009	29
narrow_spectrum_penicillin	Indiana	2010	28
narrow_spectrum_penicillin	Indiana	2011	28
narrow_spectrum_penicillin	Indiana	2012	26
narrow_spectrum_penicillin	Iowa	1999	44
narrow_spectrum_penicillin	Iowa	2000	40
narrow_spectrum_penicillin	Iowa	2001	39
narrow_spectrum_penicillin	Iowa	2002	38
narrow_spectrum_penicillin	Iowa	2003	37
narrow_spectrum_penicillin	Iowa	2004	35
narrow_spectrum_penicillin	Iowa	2005	34
narrow_spectrum_penicillin	Iowa	2006	32
narrow_spectrum_penicillin	Iowa	2007	27
narrow_spectrum_penicillin	Iowa	2008	25
narrow_spectrum_penicillin	Iowa	2009	23
narrow_spectrum_penicillin	Iowa	2010	21
narrow_spectrum_penicillin	Iowa	2011	22
narrow_spectrum_penicillin	Iowa	2012	26
narrow_spectrum_penicillin	Kansas	1999	36
narrow_spectrum_penicillin	Kansas	2000	34
narrow_spectrum_penicillin	Kansas	2001	34
narrow_spectrum_penicillin	Kansas	2002	31
narrow_spectrum_penicillin	Kansas	2003	30
narrow_spectrum_penicillin	Kansas	2004	28
narrow_spectrum_penicillin	Kansas	2005	26
narrow_spectrum_penicillin	Kansas	2006	25
narrow_spectrum_penicillin	Kansas	2007	22
narrow_spectrum_penicillin	Kansas	2008	21
narrow_spectrum_penicillin	Kansas	2009	20
narrow_spectrum_penicillin	Kansas	2010	19
narrow_spectrum_penicillin	Kansas	2011	18
narrow_spectrum_penicillin	Kansas	2012	17
narrow_spectrum_penicillin	Kentucky	1999	47
narrow_spectrum_penicillin	Kentucky	2000	44
narrow_spectrum_penicillin	Kentucky	2001	41
narrow_spectrum_penicillin	Kentucky	2002	60
narrow_spectrum_penicillin	Kentucky	2003	42
narrow_spectrum_penicillin	Kentucky	2004	40
narrow_spectrum_penicillin	Kentucky	2005	39
narrow_spectrum_penicillin	Kentucky	2006	39
narrow_spectrum_penicillin	Kentucky	2007	36
narrow_spectrum_penicillin	Kentucky	2008	33
narrow_spectrum_penicillin	Kentucky	2009	30
narrow_spectrum_penicillin	Kentucky	2010	27
narrow_spectrum_penicillin	Kentucky	2011	27
narrow_spectrum_penicillin	Kentucky	2012	25
narrow_spectrum_penicillin	Louisiana	1999	50
narrow_spectrum_penicillin	Louisiana	2000	49
narrow_spectrum_penicillin	Louisiana	2001	47
narrow_spectrum_penicillin	Louisiana	2002	44
narrow_spectrum_penicillin	Louisiana	2003	44
narrow_spectrum_penicillin	Louisiana	2004	43
narrow_spectrum_penicillin	Louisiana	2005	41
narrow_spectrum_penicillin	Louisiana	2006	43
narrow_spectrum_penicillin	Louisiana	2007	40
narrow_spectrum_penicillin	Louisiana	2008	38
narrow_spectrum_penicillin	Louisiana	2009	36
narrow_spectrum_penicillin	Louisiana	2010	34
narrow_spectrum_penicillin	Louisiana	2011	33
narrow_spectrum_penicillin	Louisiana	2012	31
narrow_spectrum_penicillin	Maine	1999	65
narrow_spectrum_penicillin	Maine	2000	65
narrow_spectrum_penicillin	Maine	2001	65
narrow_spectrum_penicillin	Maine	2002	64
narrow_spectrum_penicillin	Maine	2003	67
narrow_spectrum_penicillin	Maine	2004	59
narrow_spectrum_penicillin	Maine	2005	50
narrow_spectrum_penicillin	Maine	2006	49
narrow_spectrum_penicillin	Maine	2007	45
narrow_spectrum_penicillin	Maine	2008	41
narrow_spectrum_penicillin	Maine	2009	37
narrow_spectrum_penicillin	Maine	2010	38
narrow_spectrum_penicillin	Maine	2011	39
narrow_spectrum_penicillin	Maine	2012	37
narrow_spectrum_penicillin	Maryland	1999	52
narrow_spectrum_penicillin	Maryland	2000	50
narrow_spectrum_penicillin	Maryland	2001	50
narrow_spectrum_penicillin	Maryland	2002	49
narrow_spectrum_penicillin	Maryland	2003	49
narrow_spectrum_penicillin	Maryland	2004	46
narrow_spectrum_penicillin	Maryland	2005	41
narrow_spectrum_penicillin	Maryland	2006	39
narrow_spectrum_penicillin	Maryland	2007	37
narrow_spectrum_penicillin	Maryland	2008	34
narrow_spectrum_penicillin	Maryland	2009	33
narrow_spectrum_penicillin	Maryland	2010	31
narrow_spectrum_penicillin	Maryland	2011	31
narrow_spectrum_penicillin	Maryland	2012	28
narrow_spectrum_penicillin	Massachusetts	1999	69
narrow_spectrum_penicillin	Massachusetts	2000	72
narrow_spectrum_penicillin	Massachusetts	2001	67
narrow_spectrum_penicillin	Massachusetts	2002	64
narrow_spectrum_penicillin	Massachusetts	2003	65
narrow_spectrum_penicillin	Massachusetts	2004	57
narrow_spectrum_penicillin	Massachusetts	2005	56
narrow_spectrum_penicillin	Massachusetts	2006	55
narrow_spectrum_penicillin	Massachusetts	2007	52
narrow_spectrum_penicillin	Massachusetts	2008	47
narrow_spectrum_penicillin	Massachusetts	2009	44
narrow_spectrum_penicillin	Massachusetts	2010	41
narrow_spectrum_penicillin	Massachusetts	2011	36
narrow_spectrum_penicillin	Massachusetts	2012	34
narrow_spectrum_penicillin	Michigan	1999	48
narrow_spectrum_penicillin	Michigan	2000	46
narrow_spectrum_penicillin	Michigan	2001	45
narrow_spectrum_penicillin	Michigan	2002	44
narrow_spectrum_penicillin	Michigan	2003	44
narrow_spectrum_penicillin	Michigan	2004	40
narrow_spectrum_penicillin	Michigan	2005	39
narrow_spectrum_penicillin	Michigan	2006	39
narrow_spectrum_penicillin	Michigan	2007	37
narrow_spectrum_penicillin	Michigan	2008	35
narrow_spectrum_penicillin	Michigan	2009	34
narrow_spectrum_penicillin	Michigan	2010	33
narrow_spectrum_penicillin	Michigan	2011	33
narrow_spectrum_penicillin	Michigan	2012	26
narrow_spectrum_penicillin	Minnesota	1999	43
narrow_spectrum_penicillin	Minnesota	2000	41
narrow_spectrum_penicillin	Minnesota	2001	39
narrow_spectrum_penicillin	Minnesota	2002	36
narrow_spectrum_penicillin	Minnesota	2003	36
narrow_spectrum_penicillin	Minnesota	2004	33
narrow_spectrum_penicillin	Minnesota	2005	30
narrow_spectrum_penicillin	Minnesota	2006	31
narrow_spectrum_penicillin	Minnesota	2007	28
narrow_spectrum_penicillin	Minnesota	2008	27
narrow_spectrum_penicillin	Minnesota	2009	26
narrow_spectrum_penicillin	Minnesota	2010	24
narrow_spectrum_penicillin	Minnesota	2011	26
narrow_spectrum_penicillin	Minnesota	2012	22
narrow_spectrum_penicillin	Mississippi	1999	48
narrow_spectrum_penicillin	Mississippi	2000	45
narrow_spectrum_penicillin	Mississippi	2001	44
narrow_spectrum_penicillin	Mississippi	2002	41
narrow_spectrum_penicillin	Mississippi	2003	42
narrow_spectrum_penicillin	Mississippi	2004	41
narrow_spectrum_penicillin	Mississippi	2005	40
narrow_spectrum_penicillin	Mississippi	2006	39
narrow_spectrum_penicillin	Mississippi	2007	37
narrow_spectrum_penicillin	Mississippi	2008	35
narrow_spectrum_penicillin	Mississippi	2009	34
narrow_spectrum_penicillin	Mississippi	2010	32
narrow_spectrum_penicillin	Mississippi	2011	32
narrow_spectrum_penicillin	Mississippi	2012	32
narrow_spectrum_penicillin	Missouri	1999	42
narrow_spectrum_penicillin	Missouri	2000	40
narrow_spectrum_penicillin	Missouri	2001	38
narrow_spectrum_penicillin	Missouri	2002	36
narrow_spectrum_penicillin	Missouri	2003	36
narrow_spectrum_penicillin	Missouri	2004	35
narrow_spectrum_penicillin	Missouri	2005	34
narrow_spectrum_penicillin	Missouri	2006	32
narrow_spectrum_penicillin	Missouri	2007	29
narrow_spectrum_penicillin	Missouri	2008	26
narrow_spectrum_penicillin	Missouri	2009	26
narrow_spectrum_penicillin	Missouri	2010	24
narrow_spectrum_penicillin	Missouri	2011	24
narrow_spectrum_penicillin	Missouri	2012	23
narrow_spectrum_penicillin	Montana	1999	53
narrow_spectrum_penicillin	Montana	2000	47
narrow_spectrum_penicillin	Montana	2001	47
narrow_spectrum_penicillin	Montana	2002	46
narrow_spectrum_penicillin	Montana	2003	43
narrow_spectrum_penicillin	Montana	2004	41
narrow_spectrum_penicillin	Montana	2005	36
narrow_spectrum_penicillin	Montana	2006	35
narrow_spectrum_penicillin	Montana	2007	33
narrow_spectrum_penicillin	Montana	2008	29
narrow_spectrum_penicillin	Montana	2009	26
narrow_spectrum_penicillin	Montana	2010	23
narrow_spectrum_penicillin	Montana	2011	23
narrow_spectrum_penicillin	Montana	2012	21
narrow_spectrum_penicillin	Nebraska	1999	38
narrow_spectrum_penicillin	Nebraska	2000	35
narrow_spectrum_penicillin	Nebraska	2001	33
narrow_spectrum_penicillin	Nebraska	2002	32
narrow_spectrum_penicillin	Nebraska	2003	30
narrow_spectrum_penicillin	Nebraska	2004	30
narrow_spectrum_penicillin	Nebraska	2005	29
narrow_spectrum_penicillin	Nebraska	2006	27
narrow_spectrum_penicillin	Nebraska	2007	25
narrow_spectrum_penicillin	Nebraska	2008	22
narrow_spectrum_penicillin	Nebraska	2009	21
narrow_spectrum_penicillin	Nebraska	2010	20
narrow_spectrum_penicillin	Nebraska	2011	18
narrow_spectrum_penicillin	Nebraska	2012	19
narrow_spectrum_penicillin	Nevada	1999	50
narrow_spectrum_penicillin	Nevada	2000	46
narrow_spectrum_penicillin	Nevada	2001	42
narrow_spectrum_penicillin	Nevada	2002	38
narrow_spectrum_penicillin	Nevada	2003	35
narrow_spectrum_penicillin	Nevada	2004	33
narrow_spectrum_penicillin	Nevada	2005	33
narrow_spectrum_penicillin	Nevada	2006	30
narrow_spectrum_penicillin	Nevada	2007	26
narrow_spectrum_penicillin	Nevada	2008	24
narrow_spectrum_penicillin	Nevada	2009	21
narrow_spectrum_penicillin	Nevada	2010	19
narrow_spectrum_penicillin	Nevada	2011	20
narrow_spectrum_penicillin	Nevada	2012	18
narrow_spectrum_penicillin	New Hampshire	1999	67
narrow_spectrum_penicillin	New Hampshire	2000	68
narrow_spectrum_penicillin	New Hampshire	2001	66
narrow_spectrum_penicillin	New Hampshire	2002	62
narrow_spectrum_penicillin	New Hampshire	2003	62
narrow_spectrum_penicillin	New Hampshire	2004	55
narrow_spectrum_penicillin	New Hampshire	2005	49
narrow_spectrum_penicillin	New Hampshire	2006	49
narrow_spectrum_penicillin	New Hampshire	2007	44
narrow_spectrum_penicillin	New Hampshire	2008	39
narrow_spectrum_penicillin	New Hampshire	2009	36
narrow_spectrum_penicillin	New Hampshire	2010	35
narrow_spectrum_penicillin	New Hampshire	2011	38
narrow_spectrum_penicillin	New Hampshire	2012	39
narrow_spectrum_penicillin	New Jersey	1999	51
narrow_spectrum_penicillin	New Jersey	2000	48
narrow_spectrum_penicillin	New Jersey	2001	45
narrow_spectrum_penicillin	New Jersey	2002	42
narrow_spectrum_penicillin	New Jersey	2003	41
narrow_spectrum_penicillin	New Jersey	2004	38
narrow_spectrum_penicillin	New Jersey	2005	37
narrow_spectrum_penicillin	New Jersey	2006	35
narrow_spectrum_penicillin	New Jersey	2007	32
narrow_spectrum_penicillin	New Jersey	2008	29
narrow_spectrum_penicillin	New Jersey	2009	27
narrow_spectrum_penicillin	New Jersey	2010	25
narrow_spectrum_penicillin	New Jersey	2011	25
narrow_spectrum_penicillin	New Jersey	2012	23
narrow_spectrum_penicillin	New Mexico	1999	48
narrow_spectrum_penicillin	New Mexico	2000	46
narrow_spectrum_penicillin	New Mexico	2001	43
narrow_spectrum_penicillin	New Mexico	2002	43
narrow_spectrum_penicillin	New Mexico	2003	42
narrow_spectrum_penicillin	New Mexico	2004	40
narrow_spectrum_penicillin	New Mexico	2005	37
narrow_spectrum_penicillin	New Mexico	2006	35
narrow_spectrum_penicillin	New Mexico	2007	31
narrow_spectrum_penicillin	New Mexico	2008	30
narrow_spectrum_penicillin	New Mexico	2009	29
narrow_spectrum_penicillin	New Mexico	2010	30
narrow_spectrum_penicillin	New Mexico	2011	32
narrow_spectrum_penicillin	New Mexico	2012	29
narrow_spectrum_penicillin	New York	1999	62
narrow_spectrum_penicillin	New York	2000	58
narrow_spectrum_penicillin	New York	2001	56
narrow_spectrum_penicillin	New York	2002	52
narrow_spectrum_penicillin	New York	2003	51
narrow_spectrum_penicillin	New York	2004	47
narrow_spectrum_penicillin	New York	2005	44
narrow_spectrum_penicillin	New York	2006	41
narrow_spectrum_penicillin	New York	2007	38
narrow_spectrum_penicillin	New York	2008	34
narrow_spectrum_penicillin	New York	2009	31
narrow_spectrum_penicillin	New York	2010	29
narrow_spectrum_penicillin	New York	2011	26
narrow_spectrum_penicillin	New York	2012	24
narrow_spectrum_penicillin	North Carolina	1999	49
narrow_spectrum_penicillin	North Carolina	2000	47
narrow_spectrum_penicillin	North Carolina	2001	45
narrow_spectrum_penicillin	North Carolina	2002	40
narrow_spectrum_penicillin	North Carolina	2003	41
narrow_spectrum_penicillin	North Carolina	2004	38
narrow_spectrum_penicillin	North Carolina	2005	37
narrow_spectrum_penicillin	North Carolina	2006	36
narrow_spectrum_penicillin	North Carolina	2007	33
narrow_spectrum_penicillin	North Carolina	2008	30
narrow_spectrum_penicillin	North Carolina	2009	28
narrow_spectrum_penicillin	North Carolina	2010	25
narrow_spectrum_penicillin	North Carolina	2011	27
narrow_spectrum_penicillin	North Carolina	2012	27
narrow_spectrum_penicillin	North Dakota	1999	46
narrow_spectrum_penicillin	North Dakota	2000	42
narrow_spectrum_penicillin	North Dakota	2001	41
narrow_spectrum_penicillin	North Dakota	2002	39
narrow_spectrum_penicillin	North Dakota	2003	38
narrow_spectrum_penicillin	North Dakota	2004	37
narrow_spectrum_penicillin	North Dakota	2005	33
narrow_spectrum_penicillin	North Dakota	2006	33
narrow_spectrum_penicillin	North Dakota	2007	32
narrow_spectrum_penicillin	North Dakota	2008	32
narrow_spectrum_penicillin	North Dakota	2009	30
narrow_spectrum_penicillin	North Dakota	2010	28
narrow_spectrum_penicillin	North Dakota	2011	27
narrow_spectrum_penicillin	North Dakota	2012	25
narrow_spectrum_penicillin	Ohio	1999	45
narrow_spectrum_penicillin	Ohio	2000	44
narrow_spectrum_penicillin	Ohio	2001	42
narrow_spectrum_penicillin	Ohio	2002	41
narrow_spectrum_penicillin	Ohio	2003	41
narrow_spectrum_penicillin	Ohio	2004	40
narrow_spectrum_penicillin	Ohio	2005	39
narrow_spectrum_penicillin	Ohio	2006	38
narrow_spectrum_penicillin	Ohio	2007	36
narrow_spectrum_penicillin	Ohio	2008	35
narrow_spectrum_penicillin	Ohio	2009	32
narrow_spectrum_penicillin	Ohio	2010	27
narrow_spectrum_penicillin	Ohio	2011	26
narrow_spectrum_penicillin	Ohio	2012	23
narrow_spectrum_penicillin	Oklahoma	1999	39
narrow_spectrum_penicillin	Oklahoma	2000	39
narrow_spectrum_penicillin	Oklahoma	2001	39
narrow_spectrum_penicillin	Oklahoma	2002	38
narrow_spectrum_penicillin	Oklahoma	2003	37
narrow_spectrum_penicillin	Oklahoma	2004	36
narrow_spectrum_penicillin	Oklahoma	2005	34
narrow_spectrum_penicillin	Oklahoma	2006	32
narrow_spectrum_penicillin	Oklahoma	2007	28
narrow_spectrum_penicillin	Oklahoma	2008	23
narrow_spectrum_penicillin	Oklahoma	2009	22
narrow_spectrum_penicillin	Oklahoma	2010	21
narrow_spectrum_penicillin	Oklahoma	2011	21
narrow_spectrum_penicillin	Oklahoma	2012	21
narrow_spectrum_penicillin	Oregon	1999	53
narrow_spectrum_penicillin	Oregon	2000	52
narrow_spectrum_penicillin	Oregon	2001	52
narrow_spectrum_penicillin	Oregon	2002	49
narrow_spectrum_penicillin	Oregon	2003	46
narrow_spectrum_penicillin	Oregon	2004	42
narrow_spectrum_penicillin	Oregon	2005	40
narrow_spectrum_penicillin	Oregon	2006	38
